VitalsID;DisplayName;VitalsCategories;HealthMin;HealthBaseMax;HealthInitial;HealthBaseTickRate;HealthRegenCappedBy;HealthRegenThresholds;HealthTickDelay;HealthFullyDepletedDelay;HealthLowerThreshold;HealthUpperThreshold;HealthUpdateIfDeathsDoor;HealthUpdateIfDead;BlockDamageMitigation;BlockStaminaCost;StaminaMin;StaminaBaseMax;StaminaInitial;StaminaBaseTickRate;StaminaRegenCappedBy;StaminaRegenThresholds;StaminaTickDelay;StaminaFullyDepletedDelay;StaminaLowerThreshold;StaminaUpperThreshold;StaminaUpdateIfDeathsDoor;StaminaUpdateIfDead;StaminaCostMitigation;MinMana;ManaBaseMax;ManaInitial;ManaBaseRegenRate;ManaRegenDelay;ManaRegenDelayOnEmpty;DeathsDoorTime;DeathsDoorDelay;HelpUpHealthPct;FoodMin;FoodBaseMax;FoodInitial;FoodBaseTickRate;FoodTickDelay;FoodFullyDepletedDelay;FoodLowerThreshold;FoodUpperThreshold;DrinkMin;DrinkInitial;DrinkBaseMax;DrinkBaseTickRate;DrinkTickDelay;DrinkFullyDepletedDelay;DrinkLowerThreshold;DrinkUpperThreshold;DamageCooldown;MaxDefenseMitigationPercent;AfflictionAbsorption;WarPoints;KillEventId;LootDropChance;LootTableId;DEFStandard;DEFSiege;DEFStrike;DEFSlash;DEFThrust;DEFMagic;DEFFire;DEFLightning;DEFCorruption;ABSStandard;ABSSiege;ABSStrike;ABSSlash;ABSThrust;ABSMagic;ABSFire;ABSLightning;ABSCorruption;RESPoison;RESDisease;RESBleed;RESFrostbite;RESCurse;BLAStandard;BLASiege;BLAStrike;BLASlash;BLAThrust;BLAMagic;BLAFire;BLALightning;BLACorruption;ABAPoison;ABADisease;ABABleed;ABAFrostbite;ABACurse;WKNStandard;WKNSiege;WKNStrike;WKNSlash;WKNThrust;WKNMagic;WKNFire;WKNLightning;WKNCorruption;DMGStandard;DMGSiege;DMGStrike;DMGSlash;DMGThrust;DMGMagic;DMGFire;DMGLightning;DMGCorruption;AFAPoison;AFADisease;AFABleed;AFAFrostbite;AFACurse
Wall_FtW;Fort Wall;;0;70000;70000;0;0;;0;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;;0;;0;;;;;;;;;1;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;1;1;1;1;1;1;1;1;0;0;0;;
Gate_FtW;Fort Gate;;0;70000;70000;0;0;;0;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;;0;;0;;;;;;;;;1;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;1;1;1;1;1;1;1;1;0;0;0;;
Claim_FtW;Fort Claim;;0;120000;120000;0;0;;0;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;;0;;0;;;;;;;;;1;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;1;1;1;1;1;1;1;1;0;0;0;;
Damned_Acolyte;Corrupted Acolyte;;0;2025;2025;0;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;1;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;KillDamned_Priest_T5_50;1;Darkness_Damned_Acolyte;0;1;;;;;;;;0;0;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
Corruption_Entity;Corruption Entity;;0;420;420;500;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.8999999761581421;;;KillRisen_T2_10;0;;0;0.5;;;;;;;;0;0;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;1;;
Corruption_Regurgitator;Corruption Regurgitator;;0;280;280;500;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.8999999761581421;;;KillRisen_T2_10;0;;0;0.5;;;;;;;;0;0;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;1;;
Barricade_FtW;Fort Barricade ;;0;12500;12500;0;0;;0;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;;0;;0;;;;;;;;;1;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;
Grunt;Grunt;;0;500;500;500;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.8999999761581421;;;FTW_KillSmall;0;;0;1;;;;;;;;0;0;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;0.12999999523162842;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
Raider;Raider;;0;320;320;0;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;1;0.800000011920929;0;50;50;2;0;;1;3;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.8999999761581421;;;FTW_KillMedium;0;;0;1;;;;;;;;0;0;0.46000000834465027;0.46000000834465027;0.46000000834465027;0.46000000834465027;0.46000000834465027;0.46000000834465027;0.46000000834465027;0.46000000834465027;0.46000000834465027;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
Sniper;Sniper;;0;256;256;0;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.8999999761581421;;;FTW_KillMedium;0;;0;1;;;;;;;;0;0;0.4099999964237213;0.4099999964237213;0.4099999964237213;0.4099999964237213;0.4099999964237213;0.4099999964237213;0.4099999964237213;0.4099999964237213;0.4099999964237213;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
MinibossDamnedBear;Corrupted Bear - Miniboss;;0;8200;8200;500;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;0;0;0;0;0;0;0;;0;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;FTW_KillLarge;0;;0;1;;;;;;;;0;0;0.5299999713897705;0.5299999713897705;0.5299999713897705;0.5299999713897705;0.5299999713897705;0.5299999713897705;0.5299999713897705;0.5299999713897705;0.5299999713897705;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
Digger;Digger;;0;384;384;500;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;120;0;-1;-1;0;0;0;0;0;0;0;0;0;;-1;0;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.8999999761581421;;;FTW_KillMedium;0;;0;1;;;;;;;;0;0;0.3799999952316284;0.3799999952316284;0.3799999952316284;0.3799999952316284;0.3799999952316284;0.3799999952316284;0.3799999952316284;0.3799999952316284;0.3799999952316284;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
MinibossCommander;Corrupted Champion - Boss;;0;9500;9500;0;0;Health;100:0;75:50;50:200;25:350;10:500;0.1:500;0:0;45;0;-1;-1;0;0;1;0.800000011920929;0;50;50;2;0;;1;3;-1;-1;0;0;0.6000000238418579;0;0;0;0;0;0;0;0;0;;1000;650;0;0;0;0.20000000298023224;0.6600000262260437;0;400;1000;0;0;0;0.20000000298023224;0.6600000262260437;10;0.9800000190734863;;;FTW_KillLarge;0;;0;1;;;;;;;;0;0;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;0.5600000023841858;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;0;1;1;1;1;1;1;1;1;1;0;;
