StatusID;DisplayName;Description;EffectCategories;PlaceholderIcon;ShowInUITray;ShowTextInDamageNumbers;FxScriptOn;FxScriptOff;ShouldRefreshFxScript;WeaponEffectType;Notification;DisableTelemetry;IsClientPredicted;PotencyPerLevel;BaseDuration;TickRate;DelayInitialTick;TickCondition;OnTickStatusEffect;KeepOnTickEffectOnEnd;StopOnHitCount;HitCondition;RequireReaction;OnStackStatusEffect;AddOnStackSize;AddOnStackSizeComparison;HealThreatMultiplier;ScaleAmountOverTime;ScaleAmountOverTimeMin;ScaleAmountOverTimeMax;DamageSkipsDeathsDoor;Health;HealthMin;HealthModifierPercent;HealthModifierDamageBased;UseHealScalingValue;HealScalingValueMultiplier;StaminaDamageModifier;ManaModifierDamageBased;DamageType;CritChanceModifier;CritDamageModifier;OnEndStatusEffect;CastSpell;TargetOwnsSpell;UseSourceWeaponForSpell;FromAlchemy;FromSpell;NoHealthRegen;HealMod;MaxHealthMod;HealthRate;CoreTempMod;TempMod;Stamina;StaminaRate;Mana;ManaRate;Food;FoodBurn;Drink;DrinkBurn;Encumbrance;ItemClassWeightMods;XPIncreases;AzothMod;FactionReputationMod;FactionTokensMod;EXPLogging;EXPMining;EXPHarvesting;EXPSkinning;EXPSmelting;EXPWoodworking;EXPLeatherworking;EXPWeaving;EXPStonecutting;GrantSanctuary;NoSprint;NoRun;NoDodge;NoNav;Silenced;Stunned;RemoveOnDeath;RemoveOnDeathsDoor;RemoveOnRespawn;RemoveOnGameModeExit;IgnoreDiminishingReturns;OnlyChangeOwnedStatusEffects;Afflictions;OnHitAffixes;EquipAbility;UseSourceWeaponForAbilityEffect;IsNegative;RespecTradeskills;RespecAttributes;EffectDurationMods;EffectPotencyMods;RemoveStatusEffects;RemoveStatusEffectCategories;GlobalRollMod;FishingLineStrength;FishSizeRollModifier;MODConstitution;MODFocus;MODStrength;MODDexterity;MODIntelligence;MGSArcana;MGSWeaponsmithing;MGSJewelcrafting;MGSEngineering;MGSArmoring;MaxGSArcana;MaxGSWeaponsmithing;MaxGSJewelcrafting;MaxGSEngineering;MaxGSArmoring;ROLCooking;ROLWeaving;ROLStonecutting;ROLSmelting;ROLLeatherworking;ROLWoodworking;ROLLogging;ROLMining;ROLSkinning;ROLHarvesting;ROLFishing;MULTLogging;MULTMining;MULTSkinning;MULTHarvesting;MULTFishing;EFFLogging;EFFMining;EFFSkinning;EFFHarvesting;INSLogging;INSMining;INSSkinning;INSHarvesting;ABSStandard;ABSSiege;ABSStrike;ABSSlash;ABSThrust;ABSArcane;ABSFire;ABSIce;ABSNature;ABSLightning;ABSCorruption;ABSVitalsCategory;RESPoison;RESDisease;RESBleed;RESFrostbite;RESCurse;RESBlight;BLAStandard;BLASiege;BLAStrike;BLASlash;BLAThrust;BLAArcane;BLAFire;BLAIce;BLALightning;BLACorruption;ABAPoison;ABADisease;ABABleed;ABAFrostbite;ABACurse;ABABlight;WKNStandard;WKNSiege;WKNStrike;WKNSlash;WKNThrust;WKNArcane;WKNFire;WKNIce;WKNNature;WKNLightning;WKNCorruption;DMGStandard;DMGSiege;DMGStrike;DMGSlash;DMGThrust;DMGArcane;DMGFire;DMGIce;DMGNature;DMGLightning;DMGCorruption;DMGVitalsCategory;AFAPoison;AFADisease;AFABleed;AFAFrostbite;AFACurse;AFABlight;StackDuration;DurationMax;InheritDuration;InheritTotalDuration;RefreshDuration;StackMax;InitialStackSize;RemoveUnappliedStacks;PotencyMax;DontReplaceStack;MoveSpeedMod;SprintSpeedMod;FastTravelEncumbranceMod;GameEventId;HealRewardGameEventId;HealRewardThreshold;WeaponMasteryCategoryId;UIPriority;UiNameplatePriority;ShowInNameplates;ShowTextInNameplates;OverrideOtherNameplateText;HidesOtherStatusEffectIcons;DynamicModelScaleFactor;DynamicModelScaleRampTimeSecs;SpawnSlice;DisableSupportContributionRewards;BlockMultipleEffectsFromSameSource;AllowSelfOnlyAsSourceForAbilities;IgnoreInvulnerable;NotCombatAction 
ArcanistMastery1;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
ArcanistMastery2;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
ArcanistMastery3;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
ArmorerMastery1;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
ArmorerMastery2;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
ArmorerMastery3;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
Clarity1;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0.10000000149011612;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
Clarity2;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0.20000000298023224;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
Clarity3;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0.30000001192092896;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
ChefMastery1;;;;;;false;;;;;;;;;-1;0;0;;;;0;;false;;;;0;;;;;0;;0;0;false;0;;;;0;;;;false;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;;0;;;;false;;;;;;;0;;;;;;;;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;;25;;0;0;false;0;0;;;;0;;0;0;;;;;;;;;;;false;
