StatusID;DisplayName;Description;EffectCategories;PlaceholderIcon;ShowInUITray;ShowTextInDamageNumbers;FxScriptOn;FxScriptOff;ShouldRefreshFxScript;WeaponEffectType;Notification;DisableTelemetry;IsClientPredicted;PotencyPerLevel;BaseDuration;TickRate;DelayInitialTick;TickCondition;OnTickStatusEffect;KeepOnTickEffectOnEnd;StopOnHitCount;HitCondition;RequireReaction;OnStackStatusEffect;AddOnStackSize;AddOnStackSizeComparison;HealThreatMultiplier;ScaleAmountOverTime;ScaleAmountOverTimeMin;ScaleAmountOverTimeMax;DamageSkipsDeathsDoor;Health;HealthMin;HealthModifierPercent;HealthModifierDamageBased;UseHealScalingValue;HealScalingValueMultiplier;StaminaDamageModifier;ManaModifierDamageBased;DamageType;CritChanceModifier;CritDamageModifier;OnEndStatusEffect;CastSpell;TargetOwnsSpell;UseSourceWeaponForSpell;FromAlchemy;FromSpell;NoHealthRegen;HealMod;MaxHealthMod;HealthRate;CoreTempMod;TempMod;Stamina;StaminaRate;Mana;ManaRate;Food;FoodBurn;Drink;DrinkBurn;Encumbrance;ItemClassWeightMods;XPIncreases;AzothMod;FactionReputationMod;FactionTokensMod;EXPLogging;EXPMining;EXPHarvesting;EXPSkinning;EXPSmelting;EXPWoodworking;EXPLeatherworking;EXPWeaving;EXPStonecutting;GrantSanctuary;NoSprint;NoRun;NoDodge;NoNav;Silenced;Stunned;RemoveOnDeath;RemoveOnDeathsDoor;RemoveOnRespawn;RemoveOnGameModeExit;IgnoreDiminishingReturns;OnlyChangeOwnedStatusEffects;Afflictions;OnHitAffixes;EquipAbility;UseSourceWeaponForAbilityEffect;IsNegative;RespecTradeskills;RespecAttributes;EffectDurationMods;EffectPotencyMods;RemoveStatusEffects;RemoveStatusEffectCategories;GlobalRollMod;FishingLineStrength;FishSizeRollModifier;MODConstitution;MODFocus;MODStrength;MODDexterity;MODIntelligence;MGSArcana;MGSWeaponsmithing;MGSJewelcrafting;MGSEngineering;MGSArmoring;MaxGSArcana;MaxGSWeaponsmithing;MaxGSJewelcrafting;MaxGSEngineering;MaxGSArmoring;ROLCooking;ROLWeaving;ROLStonecutting;ROLSmelting;ROLLeatherworking;ROLWoodworking;ROLLogging;ROLMining;ROLSkinning;ROLHarvesting;ROLFishing;MULTLogging;MULTMining;MULTSkinning;MULTHarvesting;MULTFishing;EFFLogging;EFFMining;EFFSkinning;EFFHarvesting;INSLogging;INSMining;INSSkinning;INSHarvesting;ABSStandard;ABSSiege;ABSStrike;ABSSlash;ABSThrust;ABSArcane;ABSFire;ABSIce;ABSNature;ABSLightning;ABSCorruption;ABSVitalsCategory;RESPoison;RESDisease;RESBleed;RESFrostbite;RESCurse;RESBlight;BLAStandard;BLASiege;BLAStrike;BLASlash;BLAThrust;BLAArcane;BLAFire;BLAIce;BLALightning;BLACorruption;ABAPoison;ABADisease;ABABleed;ABAFrostbite;ABACurse;ABABlight;WKNStandard;WKNSiege;WKNStrike;WKNSlash;WKNThrust;WKNArcane;WKNFire;WKNIce;WKNNature;WKNLightning;WKNCorruption;DMGStandard;DMGSiege;DMGStrike;DMGSlash;DMGThrust;DMGArcane;DMGFire;DMGIce;DMGNature;DMGLightning;DMGCorruption;DMGVitalsCategory;AFAPoison;AFADisease;AFABleed;AFAFrostbite;AFACurse;AFABlight;StackDuration;DurationMax;InheritDuration;InheritTotalDuration;RefreshDuration;StackMax;InitialStackSize;RemoveUnappliedStacks;PotencyMax;DontReplaceStack;MoveSpeedMod;SprintSpeedMod;FastTravelEncumbranceMod;GameEventId;HealRewardGameEventId;HealRewardThreshold;WeaponMasteryCategoryId;UIPriority;UiNameplatePriority;ShowInNameplates;ShowTextInNameplates;OverrideOtherNameplateText;HidesOtherStatusEffectIcons;DynamicModelScaleFactor;DynamicModelScaleRampTimeSecs;SpawnSlice;DisableSupportContributionRewards;BlockMultipleEffectsFromSameSource;AllowSelfOnlyAsSourceForAbilities;IgnoreInvulnerable;NotCombatAction 
Sword_LastStand;@Sword_LastStand_DisplayName;@Sword_LastStand_Description;Buff+Fortify+LastStand;SE_FortifyT5;true;true;StatFX_Fortify_ON;;;;;;;;10;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;20;false;false;;1;;true;0;;0;0;;;;;;1;1;true;;;;;;;;;;;false
Sword_LastStandPlus5Sec;@Sword_LastStand_DisplayName;@Sword_LastStand5_Description;Buff+Fortify+LastStand;SE_FortifyT5;true;true;StatFX_Fortify_ON;;;;;;;;15;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;20;false;false;;1;;true;0;;0;0;;;;;;1;1;true;;;;;;;;;;;false
Sword_10pcntHealing;;;;;false;false;;;;;;;;;-1;0;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0.10000000149011612;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;20;false;false;;1;;true;0;;0;0;;;;;;0;0;false;;;;;;;;;;;false
Sword_ShieldBash_Stun2;@Sword_ShieldBash_DisplayName;@Sword_ShieldBash_Description;Debuff+Stun+CC;SE_Stun;true;true;StatFX_Stun_ON;;;;;;;;2;1;;;;;1;OnHitTaken;true;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;;;false;;0;;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;20;false;false;;1;;true;0;;0;0;;;;;;1;1;true;;;;;;;;;;;false
Sword_ShieldBash_Stun4;@Sword_ShieldBash_DisplayName;@Sword_ShieldBash4_Description;Debuff+Stun+CC;SE_Stun;true;true;StatFX_Stun_ON;;;;;;;;2.5;1;;;;;1;OnHitTaken;true;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;1;1;1;;;false;;0;;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;20;false;false;;1;;true;0;;0;0;;;;;;1;1;true;;;;;;;;;;;false
Sword_Leadership;@Sword_Leadership_DisplayName;@Sword_Leadership_Description;Empower;SE_EmpowerT2;true;false;StatFX_Empower_ON;;;;;;;;-1;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;;;false;;0;;;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;0.10000000149011612;;;;;;;0;20;false;false;;1;;false;0;;0;0;;;;;;2;2;true;;;;;;;;;;;false
Sword_Charge;@Sword_Charge_DisplayName;@Sword_Charge_Description;Buff+Empower;SE_EmpowerT5;true;true;StatFX_Empower_ON;;;;;;;;20;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0;;;;;;;0;30;false;false;;1;;true;0;;0;0;;;;;;2;2;true;;;;;;;;;;;false
Sword_CounterAttack;@Sword_CounterAttack_DisplayName;@Sword_CounterAttack_Description;Buff+Empower;SE_EmpowerT2;true;true;StatFX_Empower_ON;;;;;;;;5;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0.029999999329447746;0;;;;;;;0;10;false;false;1;5;;true;0;;0;0;;;;;;2;2;true;;;;;;;;;;;false
Sword_CC_Slow;@Sword_CCSlow_DisplayName;@Sword_CCSlow_Description;Debuff+Slow+CC;SE_SlowT3;true;true;StatFX_Slow_ON;;;;;;;;4;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;4;false;false;;1;;true;1;;-0.30000001192092896;-0.30000001192092896;;;;;;1;1;true;;;;;;;;;;;false
Status_Upgrade_Sword_WhirlingBlade_Rend;@Status_Rend;@Status_Upgrade_Sword_WhirlingBlade_Rend_description;Debuff+Rend+Debilitate;SE_RendT1;true;true;StatFX_Rend_ON;;;;;;;;10;1;;;;;0;;false;;;;0;;;;;0;;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;1;1;;;false;;0;;;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;-0.05000000074505806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;20;false;false;;1;;true;0;;0;0;;;;;;1;2;true;;;;;;;;;;;false
