Rank;ExceedMin;ExceedMax;FloorDistance;ChanceToExceed;ChanceBump;ModifierAffectsBump;RollupChance
500;2;5;0;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
501;2;5;1;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
502;2;5;2;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
503;2;5;3;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
504;2;5;4;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
505;2;5;5;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
506;2;5;6;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
507;2;5;7;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
508;2;5;8;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
509;2;5;9;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
510;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
511;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
512;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
513;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
514;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
515;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
516;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
517;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
518;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
519;2;5;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
520;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
521;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
522;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
523;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
524;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
525;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
526;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
527;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
528;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
529;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
530;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
531;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
532;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
533;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
534;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
535;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
536;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
537;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
538;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
539;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
540;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
541;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
542;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
543;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
544;2;4;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
545;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
546;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
547;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
548;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
549;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
550;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
551;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
552;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
553;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
554;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
555;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
556;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
557;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
558;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
559;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
560;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
561;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
562;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
563;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
564;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
565;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
566;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
567;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
568;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
569;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
570;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
571;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
572;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
573;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
574;2;3;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
575;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
576;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
577;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
578;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
579;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
580;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
581;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
582;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
583;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
584;2;2;10;0.009999999776482582;0.0010000000474974513;false;0.009999999776482582
