DamageID;WeaponCategory;IgnoreInvulnerable;NoReaction;IsRanged;SurfaceImpactEffect;AttackType;DamageType;Affixes;StatusEffect;EffectOnlyOnDamage;DeflectDamageID;CanCrit;DmgCoef;DmgCoefHead;DmgCoefCrit;PowerLevel;BlockPowerLevel;CritPowerLevel;HitStun;BlockHitStun;CritHitStun;ImpactDistanceX;ImpactDistanceY;ImpactDistanceZ;ImpactDecayRate;BlockImpactDistanceX;BlockImpactDistanceY;BlockImpactDistanceZ;BlockImpactDecayRate;CritImpactDistanceX;CritImpactDistanceY;CritImpactDistanceZ;CritImpactDecayRate;AddDmg;StaggerDmgModifier;CritStaggerDmgModifier;StaggerResistModifier;TargetCameraShakeID;CritTargetCameraShakeID;ImpactRating;BlockStaminaDmgMod;BlockAbsorptionModifier;StunBreakoutIncrement
Undead_Navigator_Blade_Single;Sword;0;0;false;Bullet;Light;Slash;;;false;Deflect_Default;false;0.25;1;1;0;0;0;15;10;15;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;0;0.10000000149011612;;0;Small;Small;3;0.10000000149011612;1;0
Undead_Navigator_Blade_LR;Sword;0;0;false;Bullet;Light;Slash;;AI_Disease;true;Deflect_Default;false;0.5;1;1;1;1;1;15;15;15;0;1;0;0.800000011920929;0;1;0;0.800000011920929;0;1;0;0.800000011920929;0;0.3499999940395355;;1;Small;Small;3;0.20000000298023224;1;0.5
Undead_Navigator_Blade_LR_Combo;Sword;0;0;false;Bullet;Heavy;Slash;;AI_Disease;true;Deflect_Default;false;0.6000000238418579;1;1;3;3;3;30;30;30;0;2.5;0;0.800000011920929;0;2.5;0;0.800000011920929;0;2.5;0;0.800000011920929;0;0.5;;1;Small;Small;3;0.30000001192092896;1;0.5
Undead_Navigator_Blade_Combo_Straight;Sword;0;0;false;Bullet;Heavy;Thrust;;AI_Disease;true;Deflect_Default;false;0.20000000298023224;1;1;1;1;1;10;15;10;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.10000000149011612;;1;Small;Small;3;0.15000000596046448;1;0.5
Undead_Navigator_Pistol_Rapid_Fire;Musket;0;0;true;Bullet;Light;Thrust;;;false;Deflect_Default;false;0.25;1;1;0;0;0;10;10;10;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.10000000149011612;;0;Small;Small;3;0.10000000149011612;1;0
Undead_Navigator_Pistol_Hip_Shot;Musket;0;0;true;Bullet;Light;Thrust;;;false;Deflect_Default;false;0.30000001192092896;1;1;0;0;0;15;10;15;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.33000001311302185;;0;Small;Small;3;0.20000000298023224;1;0
Undead_Navigator_Spell_GRIT;Sword;0;0;false;Bullet;Heavy;Slash;;;false;Deflect_Default;false;0.30000001192092896;1;1;4;4;4;20;15;20;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.5;;3.5;Small;Small;4;0.699999988079071;1;1
Undead_Navigator_Breakout_Dash;Sword;0;0;false;Bullet;Heavy;Slash;;;false;Deflect_Default;false;0.20000000298023224;1;1;2;2;2;20;15;20;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.800000011920929;;1;Small;Small;4;0.699999988079071;1;1
Undead_Navigator_Breakout_Slash;Sword;0;0;false;Bullet;Heavy;Slash;;;false;Deflect_Default;false;0.30000001192092896;1;1;4;4;4;40;30;40;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;3;0;0.800000011920929;0;0.800000011920929;;1;Small;Small;4;1;1;1
Undead_Reaction_Breakout;Fall;1;1;false;Bullet;;Falling;;;false;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;10;Small;;3;0;0;1
Reaction_Breakout;Fall;1;1;false;Bullet;;Falling;;;false;;false;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.800000011920929;0;0;0;0;0;0;;10;Small;;3;0;0;1
