DamageID;WeaponCategory;IgnoreInvulnerable;NoReaction;IsRanged;SurfaceImpactEffect;AttackType;DamageType;DeflectDamageID;Affixes;StatusEffect;EffectOnlyOnDamage;CanCrit;DmgCoef;DmgCoefHead;DmgCoefCrit;PowerLevel;BlockPowerLevel;CritPowerLevel;HitStun;BlockHitStun;CritHitStun;ImpactDistanceX;ImpactDistanceY;ImpactDistanceZ;ImpactDecayRate;BlockImpactDistanceX;BlockImpactDistanceY;BlockImpactDistanceZ;BlockImpactDecayRate;CritImpactDistanceX;CritImpactDistanceY;CritImpactDistanceZ;CritImpactDecayRate;StaggerDmgModifier;CritStaggerDmgModifier;StaggerResistModifier;AddDmg;StaminaDmg;ImpactRating;BlockStaminaDmgMod;BlockAbsorptionModifier;TargetCameraShakeID;CritTargetCameraShakeID;StunBreakoutIncrement;UseAttackerPosForReaction
Attack_Swipe_R;GhostMelee;0;0;false;Bullet;Magic;Ice;;;;;FALSE;0.30000001192092896;1;1;0;0;0;15;10;15;0;0.699999988079071;0;0.800000011920929;0;0.5;0;0.800000011920929;0;1;0;0.800000011920929;0;;0.30000001192092896;0;0;1;0.20000000298023224;1;;;0;false
Attack_Flurry;GhostMelee;0;0;false;Bullet;Magic;Ice;;;;;FALSE;0.44999998807907104;1;1;0;0;0;20;15;20;0;0.5;0;0.800000011920929;0;0.5;0;0.800000011920929;0;0.75;0;0.800000011920929;0;;0.15000000596046448;0;0;1;0.10000000149011612;1;;;0;false
Attack_Overhead;GhostMelee;0;0;false;Bullet;Magic;Ice;;;;;FALSE;1;1;1;3;3;3;35;30;35;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;1.2000000476837158;;0.4000000059604645;0;0;1;0.30000001192092896;1;;;1;false
Spell_Frozen_Ice_Wall;GhostSpell_Ice;0;0;false;Bullet;Magic;Ice;;;FrozenGhost_FrostAura;TRUE;FALSE;0.5;1;1;3;3;3;35;30;35;2;1.25;0;0.800000011920929;0;0.75;0;0.800000011920929;2;1.25;0;0.800000011920929;0.3499999940395355;;1.7999999523162842;0;0;1;0.3499999940395355;1;;;1;true
Spell_Frozen_Summon_Icicle;GhostSpell_Ice;0;0;true;Bullet;Magic;Ice;;;FrozenGhost_FrostAura;TRUE;FALSE;0.4000000059604645;1;1;3;3;3;30;25;30;0;1;0;0.800000011920929;0;0.75;0;0.800000011920929;0;1;0;0.800000011920929;0.4000000059604645;;1.2000000476837158;0;0;1;0.4000000059604645;1;;;1;false
Spell_Frozen_Ice_Shot;GhostSpell_Ice;0;0;true;Bullet;Magic;Ice;;;FrozenGhost_FrostAura;TRUE;FALSE;0.5;1;1;0;0;0;10;10;10;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;0.20000000298023224;;1.7999999523162842;0;0;1;0.20000000298023224;1;;;1;false
Reaction_Breakout_Attack;GhostMelee;0;0;false;Bullet;Magic;Ice;;;;;FALSE;0.699999988079071;1;1;3;3;3;35;30;35;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;0.6000000238418579;;10;0;0;1;0.6000000238418579;1;;;1;false
Attack_Thrust;GhostMelee;0;0;false;Bullet;Magic;Ice;;;;;FALSE;1.2999999523162842;1;0;3;3;3;35;30;35;0;1.5;0;0.800000011920929;0;1;0;0.800000011920929;0;1.5;0;0.800000011920929;0.3499999940395355;;0.3499999940395355;0;0;1;0.3499999940395355;1;;;1;false
Ghost_Frozen_Ice_Storm;GhostSpell_Ice;0;0;false;Bullet;Magic;Ice;;;FrozenGhost_FrostAura;TRUE;FALSE;1.8200000524520874;1;0;3;3;3;35;30;35;0;1.5;0;0.800000011920929;0;0.75;0;0.800000011920929;0;1.5;0;0.800000011920929;0.3499999940395355;;1.5;0;0;1;0.3499999940395355;1;;;1;false
Fall;Fall;1;1;false;Bullet;;Falling;;;;;FALSE;1;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;1;1;;;1;false
Reaction_Breakout;Fall;1;1;false;Bullet;;Falling;;;;;FALSE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10;0;0;1;0;0;;;1;false
Deflect_Default;GhostMelee;1;0;false;;;Deflect;;;;;FALSE;0;0;0;2;2;2;0;0;0;0;1;0;0.800000011920929;0;0;0;0;0;1;0;0.800000011920929;0;;0;0;0;0;1;1;;;1;false
